smiles,LogS,LogD,LogP,Pgp-inh,Pgp-sub,HIA,F(20%),F(30%),Caco-2,MDCK,BBB,PPB,VDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CL,T12,hERG,H-HT,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,BCF,IGC50,LC50,LC50DM,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,NonBiodegradable,NonGenotoxic_Carcinogenicity,SureChEMBL,LD50_oral,Skin_Sensitization,Acute_Aquatic_Toxicity,Toxicophores,Genotoxic_Carcinogenicity_Mutagenicity,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS,Lipinski,Pfizer,GSK,GoldenTriangle
O=C1C=CN=N1,-1.649,0.47,0.233,0.001,0.001,0.005,0.008,0.983,-4.548,2.0667164790211245e-05,0.999,70.2236557006836%,0.767,42.511322021484375%,0.474,0.157,0.029,0.643,0.009,0.507,0.001,0.687,0.004,0.137,3.338,0.808,0.011,0.143,0.581,0.96,0.907,0.146,0.782,0.802,0.92,0.991,0.907,0.375,2.258,2.785,3.175,0.544,0.437,0.882,0.018,0.589,0.009,0.006,0.616,0.793,0.808,0.325,0.349,82.02,74.762,1.097,3,0,41.79,0,1,5,3,0,6,0.0,0,0,2,0,0,1,3,2,2,0.419,4.033,0.0,4.0,0.143,1,0,0,0,Accepted,Accepted,Accepted,Rejected
Cc1nn(C)c(=O)n1C,0.804,0.422,-0.049,0.08,0.078,0.009,0.004,0.048,-4.941,1.179113496618811e-05,0.967,50.44635009765625%,1.476,55.15254592895508%,0.027,0.915,0.023,0.847,0.003,0.209,0.005,0.19,0.005,0.881,2.102,0.758,0.008,0.592,0.051,0.017,0.666,0.015,0.03,0.047,0.064,0.33,0.447,0.348,1.638,2.61,2.642,0.002,0.002,0.029,0.004,0.084,0.005,0.004,0.014,0.003,0.014,0.002,0.003,127.07,122.988,1.033,4,0,39.82,0,1,5,4,0,6,0.0,0,0,0,0,0,0,0,1,0,0.468,2.741,0.6,7.0,-1.247,0,0,0,0,Accepted,Accepted,Accepted,Rejected
O=c1ccocc1,0.3,0.441,-0.203,0.0,0.044,0.007,0.003,0.003,-4.269,3.102130722254515e-05,0.947,83.05843353271484%,1.637,39.160579681396484%,0.724,0.382,0.161,0.141,0.018,0.097,0.01,0.51,0.01,0.191,8.795,0.757,0.071,0.122,0.402,0.117,0.866,0.033,0.182,0.941,0.935,0.993,0.972,0.573,2.111,2.964,3.336,0.14,0.004,0.013,0.007,0.311,0.005,0.002,0.033,0.012,0.633,0.014,0.006,96.02,96.151,0.999,2,0,30.21,0,1,6,2,0,7,0.0,0,0,0,0,0,0,0,0,0,0.474,3.058,0.0,4.0,0.441,0,0,0,0,Accepted,Accepted,Accepted,Rejected
c1ccc2occc2c1,-2.684,2.802,2.578,0.002,0.162,0.005,0.967,0.335,-4.214,2.6851552320295013e-05,0.48,93.63191223144531%,1.57,8.825794219970703%,0.989,0.84,0.841,0.195,0.156,0.383,0.139,0.624,0.031,0.257,12.144,0.682,0.083,0.058,0.573,0.311,0.891,0.031,0.198,0.821,0.912,0.995,0.832,1.563,3.232,3.94,4.735,0.016,0.008,0.027,0.008,0.49,0.008,0.003,0.065,0.048,0.496,0.032,0.008,118.04,128.056,0.922,1,0,13.14,0,2,9,1,0,10,0.0,0,0,0,0,0,0,0,1,0,0.517,1.804,0.0,8.0,0.392,0,0,0,0,Accepted,Accepted,Accepted,Rejected
O=Cc1ccco1,-0.525,0.925,0.815,0.0,0.045,0.01,0.008,0.008,-4.361,1.826599873311352e-05,0.982,74.37098693847656%,1.892,47.93132781982422%,0.748,0.122,0.122,0.112,0.022,0.269,0.004,0.483,0.006,0.22,8.541,0.829,0.079,0.056,0.054,0.723,0.91,0.024,0.17,0.844,0.977,0.995,0.947,0.537,3.059,3.836,4.041,0.016,0.01,0.011,0.006,0.213,0.008,0.006,0.048,0.022,0.017,0.009,0.008,96.02,96.151,0.999,2,0,30.21,1,1,5,2,0,6,0.167,0,0,0,1,0,2,0,2,0,0.49,2.416,0.0,4.0,-0.313,1,1,0,0,Accepted,Accepted,Accepted,Rejected
O=c1cccco1,-0.066,0.539,0.21,0.0,0.37,0.006,0.655,0.261,-4.308,3.240079968236387e-05,0.36,72.9325180053711%,1.079,40.30411911010742%,0.741,0.511,0.135,0.09,0.016,0.113,0.009,0.408,0.007,0.227,10.055,0.822,0.141,0.081,0.214,0.068,0.867,0.02,0.209,0.874,0.989,0.995,0.883,0.573,2.362,3.103,3.403,0.067,0.01,0.012,0.005,0.124,0.005,0.004,0.031,0.014,0.453,0.008,0.008,96.02,96.151,0.999,2,0,30.21,0,1,6,2,0,7,0.0,0,0,0,0,0,0,0,0,0,0.474,2.396,0.0,4.0,0.487,1,0,0,0,Accepted,Accepted,Accepted,Rejected
O=C1C=CC2COC1O2,-0.78,0.138,-0.301,0.001,0.005,0.007,0.005,0.359,-4.624,1.8335802451474592e-05,0.976,17.246694564819336%,1.631,72.88754272460938%,0.056,0.663,0.039,0.614,0.012,0.068,0.005,0.235,0.007,0.268,1.441,0.806,0.005,0.142,0.493,0.987,0.917,0.384,0.909,0.518,0.373,0.973,0.601,0.622,4.424,4.468,3.901,0.008,0.639,0.025,0.05,0.103,0.008,0.139,0.751,0.298,0.204,0.01,0.663,126.03,116.317,1.084,3,0,35.53,0,2,7,3,0,10,0.0,2,2,1,0,0,3,2,1,1,0.453,5.131,0.5,24.0,1.673,1,0,0,0,Accepted,Accepted,Accepted,Rejected
O=C1OC(=O)c2ccccc21,-1.91,2.833,1.359,0.001,0.0,0.005,0.896,0.222,-4.494,3.4591168514452875e-05,0.732,49.179840087890625%,0.69,31.03165626525879%,0.772,0.088,0.24,0.064,0.15,0.598,0.008,0.157,0.014,0.107,10.488,0.803,0.004,0.022,0.047,0.016,0.015,0.016,0.925,0.021,0.888,0.995,0.739,0.463,3.1,4.146,4.262,0.006,0.008,0.131,0.007,0.085,0.016,0.036,0.011,0.025,0.298,0.012,0.012,148.02,143.0,1.035,3,0,43.37,0,2,9,3,0,12,0.0,0,0,0,2,0,5,2,1,0,0.407,1.93,0.0,20.0,0.487,1,1,0,0,Accepted,Accepted,Accepted,Rejected
O=C(O)C1OC(O)C(O)C(O)C1O,-0.167,-1.642,-2.767,0.0,0.116,0.905,0.016,0.972,-6.16,0.001007539452984929,0.731,13.479959487915039%,0.282,76.31249237060547%,0.007,0.031,0.019,0.051,0.001,0.708,0.009,0.117,0.006,0.001,1.482,0.831,0.017,0.082,0.564,0.032,0.13,0.001,0.033,0.005,0.003,0.016,0.059,0.188,2.106,1.578,2.97,0.578,0.041,0.008,0.004,0.282,0.017,0.009,0.037,0.085,0.005,0.013,0.006,194.04,162.671,1.193,7,5,127.45,1,1,6,7,0,7,0.143,5,1,0,0,0,1,2,0,0,0.298,3.702,0.833,26.182,2.023,0,0,0,0,Accepted,Accepted,Accepted,Rejected
O=C(O)C(O)c1ccccc1,-1.279,0.711,0.65,0.0,0.166,0.023,0.003,0.006,-5.419,0.0006637893966399133,0.508,46.28861999511719%,0.185,53.48194885253906%,0.03,0.069,0.034,0.231,0.01,0.591,0.011,0.223,0.007,0.062,1.491,0.853,0.012,0.099,0.81,0.006,0.097,0.007,0.176,0.011,0.025,0.985,0.06,0.163,2.202,2.719,3.159,0.349,0.055,0.036,0.007,0.12,0.005,0.421,0.026,0.009,0.033,0.011,0.005,152.05,154.193,0.986,3,2,57.53,2,1,6,3,0,7,0.286,1,0,0,0,0,0,1,0,0,0.659,2.055,0.125,12.0,0.37,0,0,0,0,Accepted,Accepted,Accepted,Rejected
C=C[Si](C)(O)O[Si](C)(C=C)O[Si](C)(O)C=C,-0.238,0.762,0.912,0.001,0.0,0.978,0.998,1.0,-5.652,0.0022416352294385433,0.003,101.38629913330078%,0.716,1.1200127601623535%,0.092,0.925,0.539,0.127,0.225,0.995,0.02,0.936,0.199,0.068,0.981,0.834,0.002,0.013,0.132,0.518,0.128,0.573,0.089,0.043,0.962,0.979,0.651,1.389,4.35,5.798,6.991,0.017,0.002,0.868,0.004,0.038,0.006,0.003,0.039,0.006,0.874,0.64,0.005,276.07,116377339.881,0.0,4,2,58.92,7,0,0,7,0,3,2.333,2,0,0,0,0,0,0,1,0,0.69,5.404,0.333,9.0,0.172,0,1,0,0,Accepted,Accepted,Accepted,Accepted
O=C1C=CC(=O)C=C1,-1.184,0.253,0.281,0.0,0.001,0.009,0.002,0.006,-4.482,2.1948937501292676e-05,0.98,88.19644165039062%,1.556,6.965063571929932%,0.28,0.146,0.088,0.383,0.023,0.092,0.001,0.268,0.004,0.211,4.034,0.931,0.004,0.46,0.049,0.131,0.903,0.883,0.956,0.775,0.991,0.983,0.98,0.732,4.398,5.073,4.743,0.762,0.934,0.011,0.649,0.147,0.413,0.171,0.914,0.093,0.877,0.085,0.033,108.02,110.811,0.975,2,0,34.14,0,1,6,2,0,8,0.0,0,1,2,0,0,4,3,2,2,0.417,2.355,0.0,5.0,0.585,2,2,0,1,Accepted,Accepted,Accepted,Rejected
CC=Cc1cc(OC)c(OC)cc1OC,-3.281,3.051,2.849,0.908,0.31,0.005,0.018,0.669,-4.587,2.1869675038033165e-05,0.795,89.50247955322266%,1.446,8.416773796081543%,0.908,0.966,0.351,0.933,0.031,0.874,0.024,0.941,0.046,0.597,10.162,0.83,0.042,0.271,0.71,0.175,0.047,0.032,0.932,0.291,0.454,0.916,0.264,2.535,2.973,3.755,5.08,0.085,0.03,0.781,0.484,0.031,0.019,0.003,0.173,0.59,0.037,0.161,0.693,208.11,223.377,0.932,3,0,27.69,4,1,6,3,0,7,0.571,0,0,0,0,0,4,0,0,0,0.761,1.959,0.333,7.0,0.429,1,0,0,0,Accepted,Accepted,Accepted,Accepted
Nc1c(C(=O)Nc2ccccc2F)c2ccccn2c1C(=O)c1ccc(Cl)c(Cl)c1,-7.82,4.093,5.451,0.97,0.003,0.003,0.003,0.32,-4.816,1.1753818398574367e-05,0.238,100.62242889404297%,0.776,0.50453120470047%,0.902,0.451,0.934,0.071,0.948,0.682,0.58,0.509,0.769,0.186,4.175,0.052,0.125,0.848,0.969,0.869,0.076,0.971,0.062,0.886,0.003,0.151,0.099,2.146,4.952,5.889,6.925,0.047,0.025,0.963,0.942,0.8,0.661,0.904,0.902,0.376,0.04,0.938,0.796,441.04,410.265,1.075,5,3,76.6,5,4,9,8,0,24,0.208,0,2,1,0,0,5,1,3,4,0.413,2.33,0.0,24.0,-1.846,0,0,0,0,Accepted,Accepted,Rejected,Accepted
COC1C(O)C(O)C(O)C(O)C1O,-0.195,-1.815,-2.423,0.001,0.473,0.946,0.119,0.974,-5.252,0.0008234717533923686,0.741,12.687677383422852%,0.9,72.44477844238281%,0.009,0.039,0.004,0.054,0.001,0.07,0.001,0.117,0.003,0.01,1.301,0.498,0.076,0.041,0.056,0.068,0.036,0.004,0.034,0.01,0.003,0.025,0.03,0.15,1.101,0.711,2.202,0.26,0.008,0.006,0.003,0.404,0.249,0.003,0.022,0.035,0.006,0.007,0.003,194.08,173.813,1.117,6,5,110.38,1,1,6,6,0,6,0.167,4,1,0,0,0,0,1,0,0,0.301,3.442,1.0,25.714,1.562,0,0,0,0,Accepted,Accepted,Accepted,Rejected
OCC(O)CCl,0.735,-1.068,-0.512,0.0,0.005,0.02,0.006,0.066,-5.015,0.005642768926918507,0.818,9.805364608764648%,0.915,83.88131713867188%,0.066,0.199,0.022,0.768,0.003,0.388,0.002,0.23,0.004,0.124,6.922,0.851,0.022,0.324,0.063,0.875,0.856,0.036,0.353,0.077,0.056,0.895,0.68,0.362,1.316,1.747,2.0,0.028,0.003,0.012,0.004,0.114,0.006,0.004,0.019,0.006,0.008,0.007,0.003,110.01,93.236,1.18,2,2,40.46,2,0,0,3,0,0,inf,1,0,1,0,0,1,2,1,5,0.474,3.228,1.0,1.0,1.135,0,1,0,0,Accepted,Accepted,Accepted,Rejected
NCCSSCCN,-0.635,-1.228,-1.196,0.005,0.151,0.186,0.002,0.006,-6.06,3.80508390662726e-05,0.421,8.995139122009277%,1.223,86.07714080810547%,0.095,0.205,0.028,0.234,0.014,0.617,0.009,0.924,0.014,0.207,9.071,0.52,0.046,0.217,0.045,0.441,0.888,0.092,0.876,0.146,0.995,0.078,0.842,0.586,2.75,3.005,5.986,0.058,0.294,0.011,0.026,0.186,0.556,0.007,0.083,0.121,0.061,0.004,0.792,152.04,136.752,1.112,2,4,52.04,5,0,0,4,0,0,inf,0,0,0,1,0,3,2,1,0,0.439,3.276,1.0,0.0,0.114,0,1,0,0,Accepted,Accepted,Accepted,Rejected
COc1c2ccoc2cc2oc(=O)ccc12,-3.393,2.564,2.381,0.009,0.931,0.006,0.117,0.989,-4.783,2.8224785637576133e-05,0.034,85.23714447021484%,0.618,14.267242431640625%,0.988,0.95,0.704,0.121,0.127,0.865,0.793,0.875,0.592,0.328,12.128,0.462,0.251,0.31,0.887,0.061,0.386,0.245,0.27,0.863,0.007,0.922,0.627,2.11,3.879,4.124,5.916,0.253,0.01,0.876,0.09,0.211,0.013,0.023,0.333,0.551,0.28,0.233,0.714,216.04,209.781,1.03,4,0,52.58,1,3,13,4,0,16,0.062,0,0,1,0,0,0,0,3,4,0.586,2.404,0.083,15.0,1.039,1,0,0,0,Accepted,Accepted,Accepted,Accepted
ON=Cc1ccccc1,-1.784,1.157,1.735,0.0,0.019,0.013,0.039,0.901,-4.385,2.320433486602269e-05,0.993,67.14735412597656%,1.864,28.44762420654297%,0.968,0.115,0.25,0.066,0.046,0.589,0.017,0.415,0.305,0.164,2.239,0.612,0.05,0.082,0.065,0.76,0.361,0.027,0.608,0.666,0.986,0.995,0.451,0.824,3.04,3.648,3.351,0.008,0.002,0.044,0.004,0.092,0.004,0.002,0.053,0.05,0.005,0.034,0.006,121.05,130.313,0.929,2,1,32.59,1,1,6,2,0,7,0.143,0,0,0,1,0,0,0,2,2,0.341,1.822,0.0,4.0,-0.686,0,1,0,0,Accepted,Accepted,Accepted,Rejected
C1CC2C3C(C1)C23,-3.464,1.832,2.431,0.0,0.0,0.003,0.01,0.068,-4.383,7.773419929435477e-05,0.993,73.98385620117188%,1.469,7.183954238891602%,0.411,0.327,0.173,0.743,0.236,0.459,0.037,0.532,0.062,0.176,7.798,0.218,0.021,0.262,0.523,0.022,0.121,0.026,0.196,0.075,0.973,0.99,0.397,2.318,2.614,3.204,4.468,0.007,0.003,0.006,0.004,0.341,0.802,0.002,0.016,0.005,0.03,0.009,0.003,94.08,103.959,0.905,0,0,0.0,0,3,0,0,0,9,0.0,0,2,0,0,0,0,1,0,0,0.428,3.535,1.0,26.0,1.313,0,0,0,0,Accepted,Accepted,Accepted,Rejected
C=CC(C)(C)C=C(C)C,-4.026,4.156,4.181,0.471,0.001,0.01,0.488,0.013,-4.404,2.2000811441102996e-05,0.468,85.98400115966797%,2.354,14.909449577331543%,0.764,0.471,0.429,0.866,0.083,0.743,0.235,0.4,0.14,0.315,4.57,0.287,0.008,0.118,0.025,0.003,0.013,0.053,0.419,0.067,0.991,0.99,0.08,2.955,2.917,4.705,5.965,0.003,0.003,0.007,0.007,0.211,0.382,0.003,0.028,0.004,0.307,0.183,0.002,124.13,158.947,0.781,0,0,0.0,2,0,0,0,0,2,1.0,0,0,0,0,0,0,1,1,0,0.496,3.536,0.556,0.0,1.458,0,0,0,0,Accepted,Rejected,Rejected,Rejected
COC1=CC=CCC=N1,-1.392,1.246,1.462,0.0,0.026,0.007,0.003,0.955,-4.551,2.3910553863970563e-05,0.964,40.49333190917969%,1.058,60.55314636230469%,0.378,0.489,0.038,0.856,0.008,0.499,0.053,0.888,0.015,0.355,6.833,0.805,0.017,0.978,0.067,0.911,0.824,0.582,0.965,0.924,0.731,0.964,0.959,0.692,3.388,3.148,4.046,0.012,0.002,0.128,0.007,0.06,0.005,0.004,0.162,0.006,0.425,0.008,0.34,123.07,132.95,0.926,2,0,21.59,1,1,7,2,0,7,0.143,0,1,0,0,0,0,0,0,0,0.517,3.871,0.286,4.889,1.152,0,0,0,0,Accepted,Accepted,Accepted,Rejected
OCC1CCCCCCC1,-2.573,2.623,3.107,0.001,0.009,0.003,0.028,0.343,-4.361,2.782166666293051e-05,0.968,80.86180877685547%,1.148,15.433785438537598%,0.728,0.562,0.219,0.146,0.214,0.454,0.03,0.283,0.076,0.126,7.993,0.51,0.056,0.078,0.045,0.014,0.032,0.032,0.895,0.104,0.927,0.99,0.34,1.746,4.279,3.872,3.78,0.018,0.002,0.008,0.02,0.209,0.011,0.011,0.034,0.004,0.478,0.026,0.021,142.14,164.454,0.864,1,1,20.23,1,1,8,1,0,8,0.125,0,0,0,0,0,0,1,0,0,0.595,1.719,1.0,7.556,0.392,0,0,0,0,Accepted,Rejected,Accepted,Rejected
C1C2CC3CC1CC(C2)C3,-4.901,3.981,3.922,0.0,0.056,0.003,0.005,0.009,-4.54,4.848319440498017e-05,0.907,68.81961822509766%,1.304,10.732418060302734%,0.612,0.281,0.69,0.304,0.528,0.933,0.438,0.07,0.133,0.126,12.701,0.085,0.008,0.038,0.044,0.002,0.006,0.014,0.072,0.017,0.811,0.986,0.331,3.541,4.332,5.415,6.16,0.001,0.002,0.007,0.007,0.181,0.079,0.013,0.042,0.003,0.222,0.09,0.002,136.13,155.847,0.873,0,0,0.0,0,3,0,0,0,12,0.0,0,2,0,0,0,0,1,1,0,0.48,3.059,1.0,26.0,-0.056,0,0,0,0,Accepted,Rejected,Accepted,Rejected
C=C1CC2CCCC12,-3.311,2.585,2.723,0.0,0.0,0.003,0.303,0.024,-4.367,1.860586962720845e-05,0.997,54.44987869262695%,1.08,39.67411804199219%,0.658,0.874,0.157,0.834,0.06,0.53,0.019,0.878,0.038,0.336,11.682,0.233,0.015,0.269,0.444,0.048,0.08,0.715,0.271,0.728,0.202,0.97,0.398,2.459,3.242,3.768,4.399,0.014,0.005,0.005,0.008,0.094,0.075,0.003,0.028,0.007,0.406,0.03,0.011,108.09,127.175,0.85,0,0,0.0,0,2,7,0,0,9,0.0,2,0,0,0,0,0,1,0,0,0.418,3.691,0.75,25.714,2.06,0,0,0,0,Accepted,Accepted,Accepted,Rejected
C=CCOC(=O)c1ccccc1,-2.923,3.064,2.921,0.003,0.0,0.004,0.037,0.74,-4.281,3.984319846495055e-05,0.645,88.8827133178711%,0.996,4.807326316833496%,0.969,0.301,0.744,0.166,0.155,0.669,0.165,0.533,0.16,0.223,11.94,0.878,0.008,0.023,0.153,0.015,0.143,0.019,0.838,0.109,0.237,0.99,0.296,0.535,3.35,4.703,4.296,0.028,0.019,0.146,0.01,0.51,0.023,0.003,0.03,0.092,0.59,0.027,0.009,162.07,177.358,0.914,2,0,26.3,4,1,6,2,0,8,0.5,0,0,0,0,0,1,0,1,1,0.502,1.568,0.1,5.0,-0.305,0,0,0,0,Accepted,Accepted,Accepted,Rejected
CCOB(OCC)C1=CCCc2ccccc21,-3.846,2.803,3.053,0.998,0.993,0.003,0.007,0.041,-4.611,1.783629340934567e-05,0.71,85.71908569335938%,3.469,7.672586917877197%,0.79,0.799,0.287,0.351,0.078,0.881,0.01,0.886,0.141,0.217,8.306,0.494,0.062,0.862,0.749,0.289,0.015,0.172,0.405,0.946,0.132,0.981,0.004,2.285,3.219,3.694,4.254,0.016,0.007,0.018,0.042,0.296,0.111,0.033,0.104,0.014,0.629,0.519,0.109,230.15,29648023.945,0.0,2,0,18.46,5,2,10,3,0,11,0.455,0,0,0,0,0,0,0,0,0,0.723,3.269,0.429,22.0,0.072,0,1,0,0,Accepted,Rejected,Accepted,Accepted
Cc1ccco1,-1.324,1.518,1.681,0.0,0.142,0.005,0.031,0.004,-4.186,3.2038380595622584e-05,0.824,86.51841735839844%,2.87,31.407577514648438%,0.865,0.718,0.355,0.673,0.026,0.246,0.017,0.501,0.013,0.345,13.036,0.837,0.053,0.073,0.143,0.071,0.946,0.031,0.137,0.817,0.979,0.994,0.864,0.887,2.4,3.235,3.821,0.033,0.003,0.011,0.004,0.087,0.005,0.002,0.026,0.012,0.304,0.009,0.003,82.04,89.997,0.912,1,0,13.14,0,1,5,1,0,5,0.0,0,0,0,0,0,0,0,1,0,0.463,2.743,0.2,4.0,-0.711,0,0,0,0,Accepted,Accepted,Accepted,Rejected
O=c1[nH]c2ccccc2o1,-1.841,1.518,1.203,0.001,0.064,0.007,0.102,0.97,-4.726,2.9958335289848037e-05,0.219,55.1198616027832%,0.542,29.5965518951416%,0.95,0.914,0.334,0.062,0.013,0.044,0.098,0.092,0.024,0.239,8.538,0.866,0.01,0.473,0.968,0.015,0.064,0.013,0.433,0.815,0.032,0.981,0.038,0.594,2.529,3.347,4.164,0.014,0.003,0.045,0.006,0.463,0.005,0.004,0.171,0.017,0.006,0.02,0.008,135.03,130.547,1.034,3,1,46.0,0,2,9,3,0,11,0.0,0,0,0,0,0,0,0,1,0,0.588,2.021,0.0,9.0,-0.471,1,0,0,0,Accepted,Accepted,Accepted,Rejected
COC(=O)C1=CCC(C(C)C)CC2C(C(=O)OC)=CCC12,-4.563,3.716,3.452,0.999,0.0,0.014,0.872,0.966,-4.596,2.6414598323754035e-05,0.145,94.63189697265625%,1.2,2.008319616317749%,0.3,0.759,0.703,0.918,0.883,0.146,0.025,0.215,0.829,0.775,13.239,0.241,0.015,0.507,0.147,0.009,0.072,0.904,0.949,0.661,0.02,0.735,0.943,0.596,2.763,3.999,4.403,0.069,0.018,0.126,0.01,0.053,0.507,0.003,0.055,0.008,0.62,0.497,0.028,292.17,310.09,0.942,4,0,52.6,5,2,10,4,0,13,0.385,3,0,0,0,0,1,3,1,1,0.751,3.938,0.647,34.0,1.122,1,0,0,0,Accepted,Rejected,Accepted,Accepted
COC(O)c1cc(=O)c(C(C)C)cc2c1CCC2C(O)O,-2.003,1.143,0.295,0.001,0.665,0.038,0.872,0.008,-4.863,3.6990033549955115e-05,0.832,72.93006896972656%,0.868,36.40292739868164%,0.018,0.68,0.013,0.909,0.005,0.389,0.009,0.241,0.006,0.237,3.97,0.471,0.024,0.344,0.04,0.229,0.181,0.934,0.263,0.051,0.003,0.01,0.274,0.075,1.553,2.759,3.425,0.618,0.005,0.038,0.83,0.107,0.01,0.013,0.034,0.008,0.006,0.114,0.082,294.15,301.585,0.975,5,3,86.99,4,2,10,5,0,12,0.333,2,1,0,0,0,1,3,1,0,0.725,4.155,0.562,48.6,0.863,0,1,0,0,Accepted,Accepted,Accepted,Accepted
COC(=O)C1CCc2c(C(O)OC)cc(=O)c(C(C)C)cc21,-2.929,1.648,1.545,0.157,0.201,0.005,0.916,0.635,-4.595,1.5468471247004345e-05,0.888,47.01506042480469%,0.935,59.48677062988281%,0.045,0.948,0.033,0.933,0.033,0.567,0.011,0.377,0.045,0.736,4.597,0.377,0.015,0.469,0.133,0.136,0.447,0.936,0.183,0.044,0.003,0.011,0.471,0.69,3.32,4.127,5.294,0.611,0.031,0.07,0.678,0.376,0.738,0.202,0.04,0.03,0.022,0.162,0.766,306.15,316.244,0.968,5,1,72.83,5,2,10,5,0,13,0.385,2,1,0,0,0,1,1,1,0,0.68,3.881,0.529,48.462,0.628,0,1,0,0,Accepted,Accepted,Accepted,Accepted
O=C1CC2CC3CC(O2)C1O3,-0.798,-0.261,-0.232,0.002,0.006,0.007,0.007,0.004,-4.532,2.3398053599521518e-05,0.809,16.70299530029297%,1.661,80.40699005126953%,0.027,0.439,0.033,0.867,0.004,0.121,0.005,0.49,0.007,0.401,16.189,0.759,0.019,0.164,0.245,0.757,0.376,0.734,0.342,0.922,0.068,0.869,0.094,0.546,3.654,3.162,4.258,0.007,0.117,0.026,0.134,0.104,0.08,0.961,0.128,0.882,0.326,0.08,0.892,154.06,144.989,1.063,3,0,35.53,0,3,7,3,0,13,0.0,4,2,0,0,0,1,2,0,0,0.502,5.402,0.875,41.067,2.604,0,0,0,0,Accepted,Accepted,Accepted,Rejected
O=C1CCCCCCCCCCCN1,-2.764,2.813,3.225,0.077,0.002,0.004,0.71,0.994,-4.692,2.586509071988985e-05,0.987,85.9806137084961%,0.88,15.354371070861816%,0.822,0.493,0.608,0.13,0.312,0.727,0.119,0.228,0.231,0.113,5.929,0.651,0.054,0.075,0.103,0.015,0.141,0.028,0.918,0.144,0.04,0.827,0.188,0.479,4.522,4.41,4.427,0.033,0.002,0.027,0.016,0.264,0.005,0.056,0.12,0.085,0.247,0.033,0.093,197.18,224.702,0.878,2,1,29.1,0,1,13,2,0,14,0.0,0,0,0,0,0,0,0,0,0,0.635,2.335,0.917,7.826,0.0,0,0,0,0,Accepted,Rejected,Accepted,Rejected
COc1cc(OCC(O)CO)cc(OC)c1OC,-1.108,0.72,0.536,0.002,0.041,0.011,0.008,0.004,-4.791,8.076801896095276e-05,0.773,33.106201171875%,0.716,29.407564163208008%,0.151,0.617,0.027,0.895,0.005,0.507,0.004,0.884,0.017,0.33,7.463,0.853,0.137,0.142,0.029,0.039,0.007,0.027,0.338,0.098,0.003,0.044,0.021,0.644,1.582,1.995,2.726,0.112,0.035,0.046,0.145,0.07,0.006,0.004,0.058,0.046,0.021,0.032,0.019,258.11,252.384,1.023,6,2,77.38,7,1,6,6,0,6,1.167,1,0,0,0,0,3,1,0,0,0.739,2.38,0.5,16.0,0.449,1,0,0,0,Accepted,Accepted,Accepted,Accepted
C=CCc1cc(OC)c2c(c1OC)OCO2,-2.885,2.605,2.472,0.057,0.0,0.002,0.007,0.014,-4.479,2.3856271582189947e-05,0.368,89.0191650390625%,1.072,5.485458850860596%,0.972,0.909,0.899,0.867,0.094,0.908,0.917,0.92,0.914,0.45,9.772,0.521,0.02,0.043,0.031,0.045,0.022,0.051,0.895,0.939,0.096,0.832,0.235,2.765,2.442,3.721,5.553,0.036,0.141,0.894,0.145,0.087,0.013,0.005,0.087,0.339,0.129,0.204,0.684,222.09,223.61,0.993,4,0,36.92,4,2,9,4,0,11,0.364,0,0,0,0,0,1,0,2,0,0.731,2.556,0.333,23.375,0.951,0,0,0,0,Accepted,Accepted,Accepted,Accepted
C=C(C)c1ccc(C)cc1,-4.128,3.649,3.904,0.001,0.001,0.003,0.004,0.002,-4.344,2.4440585548290983e-05,0.891,85.0011215209961%,1.453,18.4758243560791%,0.972,0.929,0.848,0.708,0.488,0.799,0.042,0.783,0.079,0.407,10.755,0.568,0.071,0.1,0.347,0.068,0.095,0.054,0.818,0.497,0.931,0.991,0.052,2.215,3.492,3.981,4.422,0.016,0.004,0.011,0.009,0.148,0.012,0.004,0.029,0.018,0.014,0.019,0.005,132.09,162.414,0.813,0,0,0.0,1,1,6,0,0,7,0.143,0,0,0,0,0,1,1,0,0,0.551,1.633,0.2,6.0,-0.016,0,0,0,0,Accepted,Rejected,Accepted,Rejected
